model_b,metric,layer,example_id,baseline_score,intervention_score,paired_damage
0.6,tool_selection,22,simple_python_228,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_237,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_239,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_275,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_288,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_366,1.0,1.0,0.0
0.6,tool_selection,22,simple_python_398,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_44,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_77,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_86,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,22,simple_python_98,0.0,0.0,0.0
0.6,tool_selection,23,simple_python_102,0.0,1.0,-1.0
0.6,tool_selection,23,simple_python_112,0.0,1.0,-1.0
0.6,tool_selection,23,simple_python_129,0.0,1.0,-1.0
0.6,tool_selection,23,simple_python_143,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_15,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_158,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_170,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_207,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_228,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_237,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_239,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_275,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_288,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_366,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_398,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_44,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_77,1.0,0.0,1.0
0.6,tool_selection,23,simple_python_86,1.0,1.0,0.0
0.6,tool_selection,23,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,23,simple_python_98,0.0,1.0,-1.0
0.6,tool_selection,24,simple_python_102,0.0,0.0,0.0
0.6,tool_selection,24,simple_python_112,0.0,0.0,0.0
0.6,tool_selection,24,simple_python_129,0.0,0.0,0.0
0.6,tool_selection,24,simple_python_143,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_15,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_158,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_170,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_207,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_228,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_237,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_239,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_275,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_288,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_366,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_398,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_44,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_77,1.0,1.0,0.0
0.6,tool_selection,24,simple_python_86,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,24,simple_python_98,0.0,0.0,0.0
0.6,tool_selection,25,simple_python_102,0.0,0.0,0.0
0.6,tool_selection,25,simple_python_112,0.0,0.0,0.0
0.6,tool_selection,25,simple_python_129,0.0,0.0,0.0
0.6,tool_selection,25,simple_python_143,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_15,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_158,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_170,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_207,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_228,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_237,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_239,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_275,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_288,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_366,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_398,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_44,1.0,1.0,0.0
0.6,tool_selection,25,simple_python_77,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_86,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,25,simple_python_98,0.0,0.0,0.0
0.6,tool_selection,26,simple_python_102,0.0,0.0,0.0
0.6,tool_selection,26,simple_python_112,0.0,0.0,0.0
0.6,tool_selection,26,simple_python_129,0.0,0.0,0.0
0.6,tool_selection,26,simple_python_143,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_15,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_158,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_170,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_207,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_228,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_237,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_239,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_275,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_288,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_366,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_398,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_44,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_77,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_86,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,26,simple_python_98,0.0,0.0,0.0
0.6,tool_selection,27,simple_python_102,0.0,0.0,0.0
0.6,tool_selection,27,simple_python_112,0.0,0.0,0.0
0.6,tool_selection,27,simple_python_129,0.0,0.0,0.0
0.6,tool_selection,27,simple_python_143,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_15,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_158,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_170,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_207,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_228,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_237,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_239,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_275,1.0,1.0,0.0
0.6,tool_selection,27,simple_python_288,1.0,1.0,0.0
0.6,tool_selection,27,simple_python_366,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_398,1.0,1.0,0.0
0.6,tool_selection,27,simple_python_44,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_77,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_86,1.0,1.0,0.0
0.6,tool_selection,27,simple_python_97,1.0,0.0,1.0
0.6,tool_selection,27,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,0,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,0,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,1,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,1,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,2,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,2,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,3,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,3,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_288,1.0,1.0,0.0
0.6,argument_binding,3,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,3,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,3,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,3,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,4,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,4,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,4,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_129,0.0,1.0,-1.0
0.6,argument_binding,5,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_239,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,5,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,5,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,5,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,6,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,6,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,7,simple_python_102,0.0,1.0,-1.0
0.6,argument_binding,7,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,7,simple_python_129,0.0,1.0,-1.0
0.6,argument_binding,7,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,7,simple_python_170,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_237,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_239,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_288,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_398,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_44,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,7,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,7,simple_python_97,1.0,1.0,0.0
0.6,argument_binding,7,simple_python_98,0.0,1.0,-1.0
0.6,argument_binding,8,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,8,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,8,simple_python_129,0.0,1.0,-1.0
0.6,argument_binding,8,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,8,simple_python_170,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_237,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,8,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_288,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_398,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_44,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,8,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,8,simple_python_97,1.0,1.0,0.0
0.6,argument_binding,8,simple_python_98,0.0,1.0,-1.0
0.6,argument_binding,9,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,9,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,9,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,10,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,10,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,11,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,11,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,11,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,11,simple_python_86,0.0,1.0,-1.0
0.6,argument_binding,11,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,11,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,12,simple_python_158,0.0,1.0,-1.0
0.6,argument_binding,12,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,12,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,12,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,12,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,12,simple_python_97,1.0,1.0,0.0
0.6,argument_binding,12,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,13,simple_python_102,0.0,1.0,-1.0
0.6,argument_binding,13,simple_python_112,0.0,1.0,-1.0
0.6,argument_binding,13,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,13,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,13,simple_python_170,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,13,simple_python_237,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_239,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,13,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_398,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_44,1.0,1.0,0.0
0.6,argument_binding,13,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,13,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,13,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,13,simple_python_98,0.0,1.0,-1.0
0.6,argument_binding,14,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_143,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_15,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_207,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_228,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_239,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_275,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_366,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_398,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_44,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,14,simple_python_97,1.0,0.0,1.0
0.6,argument_binding,14,simple_python_98,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_102,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_112,0.0,1.0,-1.0
0.6,argument_binding,15,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_170,1.0,0.0,1.0
0.6,argument_binding,15,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_237,1.0,0.0,1.0
0.6,argument_binding,15,simple_python_239,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_288,1.0,0.0,1.0
0.6,argument_binding,15,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_398,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_44,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_77,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_86,0.0,0.0,0.0
0.6,argument_binding,15,simple_python_97,1.0,1.0,0.0
0.6,argument_binding,15,simple_python_98,0.0,1.0,-1.0
0.6,argument_binding,16,simple_python_102,0.0,1.0,-1.0
0.6,argument_binding,16,simple_python_112,0.0,0.0,0.0
0.6,argument_binding,16,simple_python_129,0.0,0.0,0.0
0.6,argument_binding,16,simple_python_143,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_15,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_158,0.0,0.0,0.0
0.6,argument_binding,16,simple_python_170,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_207,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_228,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_237,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_239,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_275,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_288,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_366,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_398,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_44,1.0,1.0,0.0
0.6,argument_binding,16,simple_python_77,0.0,1.0,-1.0
